Dean Winchester,killing monsters,DS
Mark Fuhrman,lying on the stand,CS
Bill Gates,pushing dodgy operating systems,CS
Mick Jagger,gyrating hips,CS
Kim Jong-Il,issuing threats,CS
Tony DiNozzo,finding clues,DS
Donald Rumsfeld,writing hawkish memos,CS
Batman,punishing criminals,DS
Jerry Lee Lewis,marrying underage girls,CS
Dr. Dre,producing Hipbop records,CS
Pepé Le Pew,seducing women,DS
Winston Churchill,promoting democracy,CS
Steve Jobs,running a software company,CS
Mahatma Gandhi,promoting racial harmony,CS + DS
Wolverine,slashing victims,DS
Pippi Longstocking,playing pranks,DS
Shylock,seeking revenge,DS
Quentin Tarantino,making violent movies,CS
Norman Bates,cross-dressing in women's clothes,DS
Mark Fuhrman,abusing minorities,CS
Michael Bay,directing action movies,CS + DS
Steve Jobs,pioneering new technologies,CS + DS
Mr. Darcy,looking for love,DS
Kim Philby,betraying friends,CS + DS
Amelia Earhart,breaking records,CS + DS
Woody Allen,worrying about health,CS
Ryan Reynolds,making dumb comedies,CS
John Merrick,hiding from the public,CS
Waylon Smithers,currying favour,DS
Batman,solving crimes,DS
Michael Bay,directing robot movies,CS
King David,ruling over subjects,CS
Hunter S. Thompson,writing about manly pursuits,CS + DS
Batman,tricking criminals,DS
Edward Scissorhands,making ice sculptures,DS
John Wayne,starring in cowboy movies,CS
Mahatma Gandhi,fighting for democracy,CS
Tony DiNozzo,solving crimes,DS
Mr. Darcy,wooing potential brides,DS
Steve Jobs,running a technology company,CS
Donald Rumsfeld,offering gnostic advice,CS
Zac Efron,starring in Hollywood movies,CS + DS
Winston Churchill,fighting against totalitarianism,CS
Steve Guttenberg,getting plastic surgery,CS
Marco Pierre White,running restaurants,CS
Steve Guttenberg,making dumb comedies,CS
Batman,preventing crime,DS
Tony DiNozzo,interpreting evidence,DS
O.J. Simpson,playing golf,CS
Norma Desmond,dreaming of yesteryear,DS
Batman,tracking down criminals,DS
Kim Philby,leaking information,CS
Ariana Grande,writing pop songs,CS
John Wayne,starring in war movies,CS
George Clooney,starring in Hollywood movies,CS
